ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
C63.8,Malignant neoplasm: Overlapping lesion of male genital organs,187.1,Malignant neoplasm of unspecified male genital organ,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms,CA_130
C64,"Malignant neoplasm of kidney, except renal pelvis",189.11,"Malignant neoplasm of kidney, except pelvis",188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs",Both,0.0,2.0,neoplasms,CA_130
C67.7,Malignant neoplasm: Urachus,189.21,Malignant neoplasm of bladder,188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs",Both,0.0,2.0,neoplasms,CA_130
C68,Malignant neoplasm of other and unspecified urinary organs,189.4,Malignant neoplasm of other urinary organs,188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs",Both,0.0,2.0,neoplasms,CA_130
C71.3,Malignant neoplasm: Parietal lobe,191.11,Cancer of brain,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",Both,0.0,2.0,neoplasms,CA_130
C71.6,Malignant neoplasm: Cerebellum,191.11,Cancer of brain,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",Both,0.0,2.0,neoplasms,CA_130
C72.0,Malignant neoplasm: Spinal cord,191.1,Cancer of brain and nervous system,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",Both,0.0,2.0,neoplasms,CA_130
C76.4,Malignant neoplasm of other and ill-defined sites: Upper limb,195.1,"Malignant neoplasm, other",195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_130
C78.0,Secondary malignant neoplasm of lung,198.2,Secondary malignancy of respiratory organs,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_116
C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,198,Secondary malignant neoplasm,195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms,CA_116
C79.2,Secondary malignant neoplasm of skin,198.7,Secondary malignant neoplasm of skin,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_116
C79.3,Secondary malignant neoplasm of brain and cerebral meninges,198.5,Secondary malignancy of brain/spine,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_116
C79.5,Secondary malignant neoplasm of bone and bone marrow,198.6,Secondary malignancy of bone,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_116
C84.5,Other mature T/NK-cell lymphomas,202.2,Non-Hodgkins lymphoma,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms,CA_122.24
C85.9,"Non-Hodgkin lymphoma, unspecified",202.2,Non-Hodgkins lymphoma,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms,CA_122.2
C90.0,Multiple myeloma,204.4,Multiple myeloma,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms,CA_123.1
C92.9,"Myeloid leukaemia, unspecified",204.2,Myeloid leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms,CA_121
C93.9,"Monocytic leukaemia, unspecified",204.3,Monocytic leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms,CA_121
C94.2,Acute megakaryoblastic leukaemia,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms,CA_121.1
D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx",145,Cancer of mouth,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",Both,0.0,2.0,neoplasms,CA_130
D02.4,"Carcinoma in situ: Respiratory system, unspecified",165,Cancer within the respiratory system,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs,,0.0,2.0,neoplasms,CA_130
D03.5,Melanoma in situ of trunk,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms,CA_130
D07.1,Carcinoma in situ: Vulva,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms,CA_130
D07.4,Carcinoma in situ: Penis,187,Cancer of other male genital organs,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms,CA_130
D09.7,Carcinoma in situ of other specified sites,195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms,CA_130
D10.9,"Benign neoplasm: Pharynx, unspecified",210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms,CA_135.5
D13.1,Benign neoplasm: Stomach,211,Benign neoplasm of other parts of digestive system,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,,0.0,2.0,neoplasms,CA_136.2
D16.5,Benign neoplasm: Lower jaw bone,213,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,,0.0,2.0,neoplasms,CA_139.1
D16.7,"Benign neoplasm: Ribs, sternum and clavicle",213,Benign neoplasm of bone and articular cartilage,210-229.99,Benign Neoplasms,,0.0,2.0,neoplasms,CA_139.1
D17.7,Benign lipomatous neoplasm of other sites,214,Lipoma,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,,0.0,2.0,neoplasms,CA_139.5
D19.7,Benign neoplasm: Mesothelial tissue of other sites,229,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,,0.0,2.0,neoplasms,CA_153
D22,Melanocytic naevi,216,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,,0.0,2.0,neoplasms,CA_138.2
D22.1,"Melanocytic naevi of eyelid, including canthus",216,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,,0.0,2.0,neoplasms,CA_138.2
D22.3,Melanocytic naevi of other and unspecified parts of face,216,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,,0.0,2.0,neoplasms,CA_138.2
D22.9,"Melanocytic naevi, unspecified",216,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,,0.0,2.0,neoplasms,CA_138.2
D23.3,Benign neoplasm: Skin of other and unspecified parts of face,216,Benign neoplasm of skin,216-217.99,Benign neoplasm of skin,,0.0,2.0,neoplasms,CA_138
D26.9,"Other benign neoplasm: Uterus, unspecified",218.2,Other benign neoplasm of uterus,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",Female,0.0,2.0,neoplasms,CA_144.2
D31.0,Benign neoplasm: Conjunctiva,224,Benign neoplasm of eye,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",Both,0.0,2.0,neoplasms,CA_148.13
D36.9,Benign neoplasm: Benign neoplasm of unspecified site,229,Benign neoplasm of unspecified sites,229-229.99,Benign neoplasm of other and unspecified sites,,0.0,2.0,neoplasms,CA_153
D37.3,Neoplasm of uncertain or unknown behaviour: Appendix,158,Neoplasm of unspecified nature of digestive system,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,Both,0.0,2.0,neoplasms,CA_101.412
D39,Neoplasm of uncertain or unknown behaviour of female genital organs,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms,CA_106
D39.2,Neoplasm of uncertain or unknown behaviour: Placenta,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms,CA_106.6
D40.1,Neoplasm of uncertain or unknown behaviour: Testis,187.8,Neoplasm of uncertain behavior of male genital organs,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms,CA_107.3
D43.0,"Neoplasm of uncertain or unknown behaviour: Brain, supratentorial",191,Manlignant and unknown neoplasms of brain and nervous system,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",,0.0,2.0,neoplasms,CA_109.3
D44.0,Neoplasm of uncertain or unknown behaviour: Thyroid gland,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_110.1
D44.4,Neoplasm of uncertain or unknown behaviour: Craniopharyngeal duct,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_110.4
D44.7,Neoplasm of uncertain or unknown behaviour: Aortic body and other paraganglia,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_114.5
D44.8,Neoplasm of uncertain or unknown behaviour: Pluriglandular involvement,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_110
D48.0,Neoplasm of uncertain or unknown behaviour: Bone and articular cartilage,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_104.1
D48.4,Neoplasm of uncertain or unknown behaviour: Peritoneum,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_104.2
D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,199,Neoplasm of uncertain behavior,195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms,CA_112
D53.0,Protein deficiency anaemia,281,Other deficiency anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,EM_230.1
D55.1,Anaemia due to other disorders of glutathione metabolism,282.9,Other hereditary hemolytic anemias,280-285.99,Anemias,Both,0.0,4.0,hematopoietic,GE_970.63
D55.2,Anaemia due to disorders of glycolytic enzymes,282.9,Other hereditary hemolytic anemias,280-285.99,Anemias,Both,0.0,4.0,hematopoietic,GE_970.66
D57.0,Sickle-cell anaemia with crisis,282.5,Sickle cell anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,GE_970.11
D57.3,Sickle-cell trait,282.5,Sickle cell anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,GE_983.2
D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],285.8,Hemoglobinuria,280-285.99,Anemias,Both,0.0,4.0,hematopoietic,GE_970.65
D61,Other aplastic anaemias,284,Aplastic anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,BI_164
D61.2,Aplastic anaemia due to other external agents,284,Aplastic anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,BI_164
D61.9,"Aplastic anaemia, unspecified",284,Aplastic anemia,280-285.99,Anemias,,0.0,4.0,hematopoietic,BI_164
D62,Acute posthaemorrhagic anaemia,285.1,Acute posthemorrhagic anemia,280-285.99,Anemias,Both,0.0,4.0,hematopoietic,BI_164.3
D64.2,Secondary sideroblastic anaemia due to drugs and toxins,285.3,Sideroblastic anemia,280-285.99,Anemias,Both,0.0,4.0,hematopoietic,BI_164.8
D68.1,Hereditary factor XI deficiency,286.1,Congenital coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,Both,0.0,4.0,hematopoietic,GE_971.13
D68.9,"Coagulation defect, unspecified",286.7,Other and unspecified coagulation defects,286-287.99,COAGULATION OR HEMORRHAGIC DISEASES,Both,0.0,4.0,hematopoietic,BI_168
D73.0,Hyposplenism,289.5,Diseases of spleen,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic,BI_174.1
D73.1,Hypersplenism,289.5,Diseases of spleen,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic,BI_174.21
D73.4,Cyst of spleen,289.5,Diseases of spleen,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic,BI_174.6
D80.4,Selective deficiency of immunoglobulin M [IgM],279.11,Deficiency of humoral immunity,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,BI_179.5
D80.8,Other immunodeficiencies with predominantly antibody defects,279.1,Immunity deficiency,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,BI_179
D81.0,Severe combined immunodeficiency [SCID] with reticular dysgenesis,279.1,Immunity deficiency,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,GE_969.128
D82.2,Immunodeficiency with short-limbed stature,279.8,Other specified disorders involving the immune mechanism,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,GE_969.1
D83.0,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,279.11,Deficiency of humoral immunity,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,BI_179.7
D84.8,Other specified immunodeficiencies,279.1,Immunity deficiency,279-279.99,Other Immune Disorders,Both,0.0,3.0,endocrine/metabolic,BI_179
E03.3,Postinfectious hypothyroidism,244.2,Acquired hypothyroidism,240-246.99,DISORDERS OF THYROID GLAND,Both,0.0,3.0,endocrine/metabolic,EM_200.11
E05.8,Other thyrotoxicosis,253.1,Pituitary hyperfunction,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_200.3
E06.9,"Thyroiditis, unspecified",245,Thyroiditis,240-246.99,DISORDERS OF THYROID GLAND,Both,0.0,3.0,endocrine/metabolic,EM_200.4
E10,Type 1 diabetes mellitus,250.1,Type 1 diabetes,249-250.99,DIABETES,Both,0.0,3.0,endocrine/metabolic,EM_202.1
E10.7,"Type 1 diabetes mellitus, With multiple complications",250.1,Type 1 diabetes,249-250.99,DIABETES,Both,0.0,3.0,endocrine/metabolic,EM_202.1
E11.6,"Type 2 diabetes mellitus, with other specified complications",250.2,Type 2 diabetes,249-250.99,DIABETES,Both,0.0,3.0,endocrine/metabolic,EM_202.2
E12.2,"Malnutrition-related diabetes mellitus, with renal complications",249,Secondary diabetes mellitus,249-250.99,DIABETES,,0.0,3.0,endocrine/metabolic,EM_202.3
E12.7,"Malnutrition-related diabetes mellitus, with multiple complications",260.2,severe protein-calorie malnutrition,260-264.99,Nutritional deficiencies,Both,0.0,3.0,endocrine/metabolic,EM_202.3
E14.7,"Unspecified diabetes mellitus, with multiple complications",,,,,,,,,EM_202.4
E14.9,"Unspecified diabetes mellitus, without complications",250.2,Type 2 diabetes,249-250.99,DIABETES,Both,0.0,3.0,endocrine/metabolic,EM_202.4
E15,Nondiabetic hypoglycaemic coma,251.1,Hypoglycemia,249-259.99,Endocrine disorders and DM,Both,0.0,3.0,endocrine/metabolic,EM_204.31
E20.8,Other hypoparathyroidism,252.2,Hypoparathyroidism,251-259.99,Other endocrine disorders,Both,0.0,3.0,endocrine/metabolic,EM_208.1
E21.5,"Disorder of parathyroid gland, unspecified",252,Disorders of parathyroid gland,251-259.99,Other endocrine disorders,,0.0,3.0,endocrine/metabolic,EM_208
A00.1,"Cholera due to Vibrio cholerae 01, biovar eltor",008,Intestinal infection,001-009.99,Intestinal infection,,0.0,1.0,infectious diseases,GI_526
A03.2,Shigellosis due to Shigella boydii,008.5,Bacterial enteritis,001-009.99,Intestinal infection,Both,0.0,1.0,infectious diseases,GI_526
A04.8,Other specified bacterial intestinal infections,008.5,Bacterial enteritis,001-009.99,Intestinal infection,Both,0.0,1.0,infectious diseases,GI_526
A06,Amoebiasis,008,Intestinal infection,001-009.99,Intestinal infection,,0.0,1.0,infectious diseases,GI_526
A06.1,Chronic intestinal amoebiasis,008.7,Intestinal infection due to protozoa,001-009.99,Intestinal infection,Both,0.0,1.0,infectious diseases,GI_526
A06.5,Amoebic lung abscess,008,Intestinal infection,001-009.99,Intestinal infection,,0.0,1.0,infectious diseases,RE_482
A07.3,Isosporiasis,008,Intestinal infection,001-009.99,Intestinal infection,,0.0,1.0,infectious diseases,GI_526
A08.3,Other viral enteritis,008.6,Viral Enteritis,001-009.99,Intestinal infection,Both,0.0,1.0,infectious diseases,GI_526
A16.3,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,RE_460
A17.0,Tuberculous meningitis,010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,NS_320.1
A17.9,"Tuberculosis of nervous system, unspecified",010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A19.0,Acute miliary tuberculosis of a single specified site,010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A19.8,Other miliary tuberculosis,010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A22.0,Cutaneous anthrax,686,Other local infections of skin and subcutaneous tissue,680-686.99,Skin and subcutaneous tissue infections,Both,0.0,13.0,dermatologic,DE_660
A22.1,Pulmonary anthrax,480.1,Bacterial pneumonia,480-488.99,Pneumonia and influenza,Both,0.0,9.0,respiratory,ID_089
A23,Brucellosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A24.2,Subacute and chronic melioidosis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A27,Leptospirosis,130,Spirochetal infection,130-136.99,Other infections; including parasitic,,0.0,1.0,infectious diseases,ID_089
A30.2,Borderline tuberculoid leprosy,031.1,Leprosy,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_089
A37.1,Whooping cough due to Bordetella parapertussis,041,Bacterial infection NOS,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_089
A39.3,Chronic meningococcaemia,038.1,Gram negative septicemia,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_092
A40.1,"Sepsis due to streptococcus, group B",041.2,Streptococcus infection,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_092
A41.2,Sepsis due to unspecified staphylococcus,038.2,Gram positive septicemia,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_092
A41.3,Sepsis due to Haemophilus influenzae,038.1,Gram negative septicemia,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_092
A41.5,Sepsis due to other Gram-negative organisms,038.1,Gram negative septicemia,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,ID_092
